compound_id,inchikey,canonical_smiles,insecticidal_active,molecule_chembl_id,n_assay_records,n_active_records,n_inactive_records,best_pchembl,median_pchembl,assay_types,target_organisms,source,in_lifechem,in_curated_any
EXT_00145,FDJPDPAQCNAEKI-LDADJPATSA-N,CCO/N=C/COc1ccc(Oc2ccc(OC)cc2)cc1,1,CHEMBL2271473,1,1,0,7.34,7.34,IC50,Culex pipiens,ChEMBL,False,False
EXT_00147,FEIYUKANUBTVGA-UHFFFAOYSA-N,S=C(S)NCCN1CCCCC1,1,CHEMBL2023170,2,2,0,7.57,7.405,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00148,FEJYIMYSXSBYCF-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCOC(=O)NC)cc1,1,CHEMBL2272160,1,1,0,6.5,6.5,IC50,Culex pipiens,ChEMBL,False,False
EXT_00149,FFMMFXZONQYESO-UHFFFAOYSA-N,CC(C)n1cc(C(=O)C(F)F)cn1,1,CHEMBL3623555,2,2,0,6.45,6.41,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00151,FHPNGXOWKXOYEA-UHFFFAOYSA-N,CCOCCCCOc1ccc(CC(CC)CC)cc1,1,CHEMBL2272186,1,1,0,6.68,6.68,IC50,Culex pipiens,ChEMBL,False,False
EXT_00153,FIROFKZRSPJKLT-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc(C(C)(C)C)cc2)C(C)(C)C)c1,1,CHEMBL2286430,1,1,0,8.15,8.15,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00154,FIVKPRDVHCZOQT-UHFFFAOYSA-N,c1ccc(Cc2ccc(OCCNOC3CCCCC3)cc2)cc1,1,CHEMBL2271784,1,1,0,8.12,8.12,IC50,Culex pipiens,ChEMBL,False,False
EXT_00155,FIWQQTOSTFXLNP-SFQUDFHCSA-N,CCC(CC)Oc1ccc(OCCC/C=N/OC)cc1,1,CHEMBL2271836,1,1,0,6.23,6.23,IC50,Culex pipiens,ChEMBL,False,False
EXT_00156,FJGCLDWOAOIAEJ-UHFFFAOYSA-N,O=C1/C(=N\S(=O)(=O)C(F)(F)F)NCCN1Cc1ccc(Cl)nc1,1,CHEMBL2272691,1,1,0,6.23,6.23,Ki,Musca domestica,ChEMBL,False,False
EXT_00158,FLOSMHQXBMRNHR-QPJJXVBHSA-N,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,1,CHEMBL19,1,1,0,6.74,6.74,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00160,FPMPOFBEYSSYDQ-AUVZEZIHSA-N,CC(C)CNC(=O)/C=C/C=C/CCCCCC/C=C/c1ccc2c(c1)OCO2,1,CHEMBL404184,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00162,FRLLOFWBBYUDAN-UHFFFAOYSA-N,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)c(Cl)c1,1,CHEMBL2287705,1,1,0,6.99,6.99,IC50,Musca domestica,ChEMBL,False,False
EXT_00163,FSHNCYBERIHFJB-UHFFFAOYSA-N,CCCOCC(C)COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2272154,1,1,0,8.42,8.42,IC50,Culex pipiens,ChEMBL,False,False
EXT_00165,FTNJWQUOZFUQQJ-GEPYADMXSA-N,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@@H]4C[C@H]5O[C@@H]5OC=C[C@@]54O)[C@H]4[C@]1(CO[C@]4(O)C(=O)OC)[C@@H]32,1,CHEMBL506084,2,2,0,,,LC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00166,FTWYPGDUWLQFCC-FTRWYGJKSA-N,CC(C)c1cc2c(c(O)c1O)C[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2O3,1,CHEMBL2252752,1,1,0,,,LD50,Spodoptera littoralis,ChEMBL,False,False
EXT_00167,FVNMINQJTGPNFQ-UHFFFAOYSA-N,CC(C)CS(=O)(=O)c1cccc(OS(C)(=O)=O)n1,1,CHEMBL352608,1,1,0,6.82,6.82,IC50,Musca domestica,ChEMBL,False,False
EXT_00168,FVXBVGUSRQAIDN-HJWRWDBZSA-N,Cc1cn(C/C=C\COC(c2ccccc2)(c2ccccc2)c2ccncc2)c(=O)[nH]c1=O,1,CHEMBL373998,1,1,0,5.47,5.47,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00169,FXAWKMWGHXDCRB-SQXKEDFGSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](C)N)C(C)C)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)O,1,CHEMBL1221882,1,1,0,6.94,6.94,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00170,FXNSVEQMUYPYJS-UHFFFAOYSA-N,NCCc1ccc(S(N)(=O)=O)cc1,1,CHEMBL7087,1,1,0,6.08,6.08,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00171,FXUAIOOAOAVCGD-WCTZXXKLSA-N,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,1,CHEMBL371197,2,2,0,8.52,8.41,"IC50,Ki",Drosophila melanogaster,ChEMBL,False,False
EXT_00172,FYCKIQFGPNGXJP-UHFFFAOYSA-N,O=C1CCc2nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)cc21,1,CHEMBL205262,1,1,0,6.33,6.33,IC50,Musca domestica,ChEMBL,False,False
EXT_00173,GAPOASFZXBWUGS-UHFFFAOYSA-N,C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1,1,CHEMBL3137700,2,2,0,6.59,6.33,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00180,GCQZFVAHUZIDRP-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,1,CHEMBL269122,1,1,0,7.08,7.08,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00181,GDLRDIDXYBIPFY-YWZLYKJASA-N,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,1,CHEMBL2252750,1,1,0,,,LD50,Spodoptera littoralis,ChEMBL,False,False
EXT_00182,GEOWRBWWMXCKFQ-FLIBITNWSA-N,O=[N+]([O-])/C=C1/NCCCN1Cc1ccc(Cl)nc1,1,CHEMBL2270633,1,1,0,9.43,9.43,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00183,GEQRNVLJQABVRV-JPYJTQIMSA-N,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3cccc(C(F)(F)F)c3)c3ccc(C)cc32)cc1,1,CHEMBL294270,1,1,0,5.74,5.74,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00185,GGXGWXZDFAMDSQ-WOJGMQOQSA-N,CCCO/N=C/COc1ccc(CC(CC)CC)cc1,1,CHEMBL2271839,1,1,0,8.4,8.4,IC50,Culex pipiens,ChEMBL,False,False
EXT_00186,GIGJIIJGHXYZQW-UHFFFAOYSA-N,CCC(C)n1cc(C(=O)C(F)(F)F)cn1,1,CHEMBL3623549,2,2,0,8.64,8.625,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00188,GIQCTGYJXUMFCQ-QLKAYGNNSA-N,NC(=S)N/N=C/COc1ccc(Cl)c(Cl)c1,1,CHEMBL3589428,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00189,GIWMAITYUJGWGK-UHFFFAOYSA-N,COc1ccc(NC(=S)NCCN2CCOCC2)cc1Cl,1,CHEMBL4092186,4,3,1,6.92,6.77,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00190,GJAKTSADBJMNLR-UHFFFAOYSA-N,O=C1C(=S)NCCN1Cc1ccc(Cl)nc1,1,CHEMBL2272686,1,1,0,5.75,5.75,Ki,Musca domestica,ChEMBL,False,False
EXT_00191,GJQPMPFPNINLKP-UHFFFAOYSA-N,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,1,CHEMBL17,1,1,0,6.2,6.2,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00192,GKQNVTASUWRGSK-UHFFFAOYSA-N,CCCC(C)n1cc(C(=O)CF)cn1,1,CHEMBL3623564,2,2,0,5.48,5.465,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00193,GNKBBRNNMDYNKM-UHFFFAOYSA-N,CCN1CCN(C2CCN(C(=O)COc3ccc(I)cc3)CC2)CC1,1,CHEMBL4291400,3,3,0,5.82,5.44,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00195,GOLLDESYBBRFHW-XSFVSMFZSA-N,Cc1cccc(Oc2ccc(OCCO/N=C/C(C)C)cc2)c1,1,CHEMBL2271828,1,1,0,10.35,10.35,IC50,Culex pipiens,ChEMBL,False,False
EXT_00196,GQBFKBBDGKNSLK-UHFFFAOYSA-N,CC(C)(C)c1cccc(C(=O)CF)c1,1,CHEMBL3623561,2,2,0,6.14,6.08,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00200,GSUPFBPLFYOOLO-XXBNENTESA-N,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccccc3)c3ccc(C)cc32)cc1,1,CHEMBL301237,1,1,0,5.27,5.27,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00201,GTTGBVHQCMMEIZ-UHFFFAOYSA-N,CCCCC1OP2(=S)OCC1(CCC)CO2,1,CHEMBL2287382,1,1,0,6.0,6.0,IC50,Blattella germanica,ChEMBL,False,False
EXT_00204,GVRNIALCVZTZQV-IERDGZPVSA-N,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(C(F)(F)F)cc1,1,CHEMBL299257,1,1,0,5.93,5.93,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00205,GWNHITXDNISDIP-LFIBNONCSA-N,CN1CCN(Cc2ccc(Cl)nc2)/C(=N/C#N)C1=O,1,CHEMBL2272690,1,1,0,8.22,8.22,Ki,Musca domestica,ChEMBL,False,False
EXT_00206,GWOXWDIRSSYEGT-FYJGNVAPSA-N,CCC(C)CO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271783,1,1,0,8.1,8.1,IC50,Culex pipiens,ChEMBL,False,False
EXT_00210,GYRUVJQNKJYPIE-VCHYOVAHSA-N,CCO/N=C/COc1ccc(Oc2cccc(F)c2)cc1,1,CHEMBL2271803,1,1,0,8.27,8.27,IC50,Culex pipiens,ChEMBL,False,False
EXT_00211,GYSCAQFHASJXRS-WXWJZEDASA-N,CC(C)[C@@H]1OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C1=O,1,CHEMBL373872,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00212,GZBJLAZEDJTGFZ-WOJGMQOQSA-N,CCO/N=C/COc1ccc(Oc2ccccc2F)cc1,1,CHEMBL2271797,1,1,0,7.35,7.35,IC50,Culex pipiens,ChEMBL,False,False
EXT_00214,HCRKCZRJWPKOAR-JTQLQIEISA-N,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1,CHEMBL220491,1,1,0,7.5,7.5,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00216,HDEKICRLUDWPAH-UHFFFAOYSA-N,CCCCOCCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272172,1,1,0,6.36,6.36,IC50,Culex pipiens,ChEMBL,False,False
EXT_00217,HDZSBDBIELUXTO-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCOC(=O)N(C)CC)cc1,1,CHEMBL2272158,1,1,0,8.59,8.59,IC50,Culex pipiens,ChEMBL,False,False
EXT_00218,HFVYYOKUNNKBDF-CPNJWEJPSA-N,CCO/N=C/COc1ccc(Oc2ccc(CC)cc2)cc1,1,CHEMBL2271471,1,1,0,6.42,6.42,IC50,Culex pipiens,ChEMBL,False,False
EXT_00219,HGMITUYOCPPQLE-UHFFFAOYSA-N,O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,1,CHEMBL12980,2,2,0,9.3,9.3,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00220,HHCXOFYGBAPOJR-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1,1,CHEMBL266026,1,1,0,7.09,7.09,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00221,HHFLMHDUXMLSGA-UFFVCSGVSA-N,CCO/N=C/COc1ccc(Oc2cccc(C(F)(F)F)c2)cc1,1,CHEMBL2271468,1,1,0,7.47,7.47,IC50,Culex pipiens,ChEMBL,False,False
EXT_00222,HIDPZDVJHQLXGQ-QRQCRPRQSA-N,COc1cccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)c1,1,CHEMBL291343,1,1,0,5.83,5.83,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00223,HIKRDJGXBTZFOA-UHFFFAOYSA-N,CCCNCCOc1ccc(Oc2cccc(C)c2)cc1,1,CHEMBL2271815,1,1,0,9.71,9.71,IC50,Culex pipiens,ChEMBL,False,False
EXT_00225,HKVOPFDXIGAKHQ-CXCOWLLISA-N,CC(=O)O[C@@H]1[C@H](O)[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)CC(=O)C=C3[C@]12C,1,CHEMBL491380,1,1,0,,,LC50,Anopheles stephensi,ChEMBL,False,False
EXT_00226,HLRYHDDTULAZQQ-MDLMHBAVSA-N,C=CC[C@@H]1OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O,1,CHEMBL2372204,1,1,0,,,LC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00227,HLUHEQJKSIPFTA-SFQUDFHCSA-N,CCO/N=C/COc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271794,1,1,0,7.54,7.54,IC50,Culex pipiens,ChEMBL,False,False
EXT_00228,HMHVCUVYZFYAJI-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,1,CHEMBL328560,1,1,0,6.58,6.58,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00229,HMOSVEOPAUPPHT-VZUCSPMQSA-N,NC(=S)N/N=C/c1ccc(Br)cc1,1,CHEMBL1910220,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00230,HMSZPFJXPIEETJ-LFIBNONCSA-N,CN(C)C(=O)/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,1,CHEMBL2272688,1,1,0,5.42,5.42,Ki,Musca domestica,ChEMBL,False,False
EXT_00231,HOHDREAFZFNJEI-UHFFFAOYSA-N,CNC(=O)c1cc(C(F)(F)F)cc(C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL248789,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00232,HOKKPVIRMVDYPB-UVTDQMKNSA-N,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,1,CHEMBL451432,3,3,0,8.92,8.57,"IC50,Ki",Drosophila melanogaster,ChEMBL,False,False
EXT_00233,HOMWNHKBIKANBM-UHFFFAOYSA-N,C=CC(C#N)OC,1,CHEMBL2271403,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00234,HPDLTNPDKCISPC-WOJGMQOQSA-N,CCO/N=C/COc1ccc(Oc2cccc(OC)c2)cc1,1,CHEMBL2271802,1,1,0,7.41,7.41,IC50,Culex pipiens,ChEMBL,False,False
EXT_00235,HPNSNYBUADCFDR-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,1,CHEMBL227020,1,1,0,8.58,8.58,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00237,HQHBRBVCWLKIRI-UHFFFAOYSA-N,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc(OC)cc4)cc3)CC2)CC1,1,CHEMBL4284619,3,3,0,6.64,6.4,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00238,HSHWVVSKFFDUNQ-UHFFFAOYSA-N,Cc1cc(C)c(Cl)c(C(=O)N(NC(=O)c2ccc(Cl)cc2)C(C)(C)C)c1,1,CHEMBL2286443,1,1,0,5.97,5.97,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00239,HTESCLSJMCUMDD-UHFFFAOYSA-N,O=C1CSC(c2ccc(Cl)cc2Cl)N1CCNC1CC1,1,CHEMBL5415881,1,1,0,5.64,5.64,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00241,HUYYFHGIHVULSU-UHFFFAOYSA-N,NS(=O)(=O)c1cccc(S(N)(=O)=O)c1,1,CHEMBL2324868,1,1,0,6.07,6.07,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00242,HVFBADWBKHAPKV-UHFFFAOYSA-N,Nc1ccc(S(N)(=O)=O)cc1F,1,CHEMBL6853,1,1,0,6.04,6.04,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00244,HVZQSNUGEHHPNR-UHFFFAOYSA-N,O=C1NCCN(Cc2ccc(Cl)nc2)C1=O,1,CHEMBL2272689,1,1,0,6.4,6.4,Ki,Musca domestica,ChEMBL,False,False
EXT_00245,HWPYUPWTOCBEEU-NXVHGZMRSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(C)C,1,CHEMBL1221881,1,1,0,7.35,7.35,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00246,HXXLRNOHYJVYAH-NBVRZTHBSA-N,CCO/N=C(\C)COc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271770,1,1,0,7.3,7.3,IC50,Culex pipiens,ChEMBL,False,False
EXT_00247,HYJRTXSYDAFGJK-UHFFFAOYSA-N,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1,1,CHEMBL76897,2,2,0,7.82,7.785,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00248,HYPNXRDZIVZNOC-UHFFFAOYSA-N,Cc1cc(Cl)cc(C(=O)NC(C)C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,1,CHEMBL399523,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00249,HZWPVJBGHRJKJJ-UHFFFAOYSA-N,COc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,1,CHEMBL2286429,3,2,1,7.21,6.47,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda,Spodoptera littoralis",ChEMBL,False,False
EXT_00250,IAVUPMFITXYVAF-XPUUQOCRSA-N,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1,CHEMBL218490,1,1,0,6.56,6.56,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00252,ICTWOMHTHJNNKR-XMHGGMMESA-N,CCC(CC)Cc1ccc(OCCO/N=C/C(C)C)cc1,1,CHEMBL2272188,1,1,0,9.71,9.71,IC50,Culex pipiens,ChEMBL,False,False
EXT_00253,IDPSJFMXNSAMMF-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccccc1F)C(=O)c1ccccc1Cl,1,CHEMBL2286422,2,1,1,6.54,5.505,EC50,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL,False,False
EXT_00254,IEPIKSYKICSWDU-DEDYPNTBSA-N,CCCO/N=C/CCOc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271787,1,1,0,8.37,8.37,IC50,Culex pipiens,ChEMBL,False,False
EXT_00256,IGWGOSUBNMGSIB-UHFFFAOYSA-N,CCC(C)NC(=S)S,1,CHEMBL2023165,2,2,0,9.05,7.7700000000000005,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00257,IHEIETYZDVDPNB-CPNJWEJPSA-N,CC(C)O/N=C/CCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271791,1,1,0,9.76,9.76,IC50,Culex pipiens,ChEMBL,False,False
EXT_00258,IHHGYIAMYMBJEN-UHFFFAOYSA-N,COc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,1,CHEMBL2286440,1,1,0,5.69,5.69,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00259,IHJCXVZDYSXXFT-UHFFFAOYSA-N,Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,1,CHEMBL266240,1,1,0,6.12,6.12,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00261,IJRBORPEVKCEQD-JMQWOFAPSA-N,C[C@H](C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)C(C)(C)O,1,CHEMBL255034,3,3,0,6.95,6.41,IC50,"Drosophila melanogaster,Spodoptera frugiperda",ChEMBL,False,False
EXT_00262,IKBVFQRRVOLTQW-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1Cl,1,CHEMBL5427383,1,1,0,5.52,5.52,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00263,IKQXAUOJDZTYCQ-QGOAFFKASA-N,CCO/N=C/CCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271790,1,1,0,9.09,9.09,IC50,Culex pipiens,ChEMBL,False,False
EXT_00264,ILJKKAIQFPEIBL-UHFFFAOYSA-N,N#CC(O)C1CC1,1,CHEMBL2271406,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00265,ILLZSNPMILUFPB-DEDYPNTBSA-N,CCC(C)O/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271781,1,1,0,7.42,7.42,IC50,Culex pipiens,ChEMBL,False,False
EXT_00266,INAZZDVFTHLBDO-UHFFFAOYSA-N,C=C1C(C)=C(C#N)C(=O)N1c1cc(C(C)(C)C)ccc1C(C)(C)C,1,CHEMBL1254213,1,1,0,5.19,5.19,IC50,Lucilia cuprina,ChEMBL,False,False
EXT_00267,INMWSWQEHOIHNT-SZNDQCEHSA-N,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1cccc(F)c1,1,CHEMBL58731,1,1,0,6.0,6.0,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00269,IOWNGZFGTXBYQO-JPYJTQIMSA-N,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccc(Cl)cc3)c3ccc(C)cc32)cc1,1,CHEMBL291315,1,1,0,5.67,5.67,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00275,ISRUGXGCCGIOQO-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1OC(C)C,1,CHEMBL446060,2,2,0,7.36,7.050000000000001,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00276,ITSWIWMEQDUFGP-HCTXVGCHSA-N,O=C(CN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-])OCCOC(=O)CN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-],1,CHEMBL2252353,1,1,0,5.81,5.81,Ki,Musca domestica,ChEMBL,False,False
EXT_00277,IUCANLAVDXMGCM-UHFFFAOYSA-N,O=C(CF)c1cnn(C2CCCC2)c1,1,CHEMBL3623566,2,2,0,5.81,5.52,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00279,IVEIIEBZNAQZCN-UHFFFAOYSA-N,Cc1noc(C)c1CN1CC(Cc2ccccc2)NC(=O)c2nn(CCC3CCN(C(=O)OC(C)(C)C)CC3)cc21,1,CHEMBL3935892,1,1,0,5.23,5.23,EC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00281,IXDZPCDIEDZOMI-XDHOZWIPSA-N,CC(C)CO/N=C/COc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271465,1,1,0,8.72,8.72,IC50,Culex pipiens,ChEMBL,False,False
EXT_00283,IYYRFRHVGUOBGU-UHFFFAOYSA-N,O=C(COc1ccc(-c2ccccc2)cc1)NCCCN1CCCCC1,1,CHEMBL4277357,3,2,1,5.0,5.0,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00284,IZHJHCQWQFERPA-UHFFFAOYSA-N,CC(C)CS(=O)(=O)c1ccnc(OS(C)(=O)=O)c1,1,CHEMBL2286261,1,1,0,5.72,5.72,IC50,Musca domestica,ChEMBL,False,False
EXT_00285,JAADMLQMILBDLE-UHFFFAOYSA-N,CCN(C)CCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271464,1,1,0,7.55,7.55,IC50,Culex pipiens,ChEMBL,False,False
EXT_00287,JAVDJDQEDRNTQR-UHFFFAOYSA-N,CC(C)n1cc(C(=O)C(F)(F)F)cn1,1,CHEMBL3623548,2,2,0,6.85,6.695,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00288,JDCPUULEWGMMGW-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,1,CHEMBL2287462,1,1,0,7.66,7.66,IC50,Spodoptera frugiperda,ChEMBL,False,False
